name,distance,planet_type,orbital_radius,orbital_period,hostname,mass,esi,st_temp,st_radius,st_mass
Kepler-942 b,706.0,Neptune-like,0.2298,0.123203285,Kepler-942,5.18,0.46657591,4684.0,0.708,0.743
Kepler-943 b,7504.0,Neptune-like,0.2559,0.13634497,Kepler-943,29.5,0.16079033,5619.0,1.27,1.027
Kepler-944 b,4402.0,Neptune-like,0.2288,0.11854894,Kepler-944,7.41,0.30010176,5458.53,1.02239,0.95
Kepler-945 b,5386.0,Neptune-like,0.2037,0.08487337,Kepler-945,7.41,0.2732868,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-946 b,3710.0,Super Earth,0.1002,0.03230664,Kepler-946,4.38,0.2679895,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-947 b,5646.0,Neptune-like,0.1773,0.07392197,Kepler-947,5.82,0.27007107,5754.0,0.905,1.021
Kepler-948 b,2831.0,Super Earth,0.0749,0.021355236,Kepler-948,4.08,0.27181047,5447.0,0.917,0.928
Kepler-949 b,1586.0,Neptune-like,0.0774,0.023819301,Kepler-949,8.8,0.23368943,5403.0,0.86,0.89
Kepler-94 b,626.0,Neptune-like,0.03106,0.0068446267,Kepler-94,10.84,0.19562662,4781.0,0.76,0.81
Kepler-94 c,626.0,Gas Giant,6.962942017335215,2.2,Kepler-94,3126.0,0.16940958,4781.0,0.76,0.81
Kepler-950 b,7051.0,Gas Giant,0.3982,0.27022585,Kepler-950,59.6,0.16491173,5838.0,0.793,0.87
Kepler-951 b,1248.0,Neptune-like,0.3091,0.19575633,Kepler-951,26.7,0.42869346,4855.0,0.778,0.769
Kepler-952 b,4254.0,Gas Giant,0.5183,0.35701573,Kepler-952,45.4,0.28982246,5425.0,1.232061,0.9393564616929898
Kepler-953 b,845.0,Neptune-like,0.392,0.24202602,Kepler-953,16.5,0.35961997,5689.0,1.039,1.091
Kepler-953 c,845.0,Super Earth,0.0862,0.024914443,Kepler-953,1.81,0.30387174,5689.0,1.039,1.091
Kepler-954 b,704.0,Neptune-like,0.118,0.04599589,Kepler-954,5.99,0.30349949,4760.0,1.265,0.9393564616929898
Kepler-955 b,1795.0,Neptune-like,0.1083,0.039698835,Kepler-955,9.96,0.24085714,5178.0,0.84,0.9393564616929898
Kepler-956 b,1778.0,Neptune-like,0.0596,0.014236824,Kepler-956,9.27,0.21340171,6126.0,1.021,1.09
Kepler-957 b,2690.0,Neptune-like,0.0559,0.01615332,Kepler-957,25.9,0.15051885,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-958 b,1467.0,Super Earth,0.0852,0.026830938,Kepler-958,4.9,0.26995651,5359.0,1.01,0.9393564616929898
Kepler-959 b,2635.0,Neptune-like,0.1633,0.04052019,Kepler-959,17.6,0.17072611,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-95 b,1454.0,Neptune-like,0.1017,0.031485286,Kepler-95,13.0,0.20059487,5632.0,1.45161,1.0
Kepler-960 b,929.0,Neptune-like,0.0414,0.008487337,Kepler-960,5.86,0.25000568,4680.0,1.8,0.9393564616929898
Kepler-961 b,1873.0,Neptune-like,0.1245,0.046269678,Kepler-961,7.04,0.25896993,5444.0,0.892598,0.9393564616929898
Kepler-962 b,1342.0,Super Earth,0.0984,0.033127997,Kepler-962,4.54,0.27942468,5408.0,0.696,0.743
Kepler-963 b,2517.0,Neptune-like,0.0849,0.027378507,Kepler-963,7.56,0.23892955,5352.0,0.898058,0.93
Kepler-964 b,1483.0,Neptune-like,0.1063,0.036960986,Kepler-964,5.14,0.2783817,5110.49,0.87341,0.9393564616929898
Kepler-965 b,1901.0,Neptune-like,0.512,0.36769336,Kepler-965,11.4,0.38134605,5886.0,1.15,1.05
Kepler-966 b,3353.0,Neptune-like,0.3907,0.2729637,Kepler-966,16.0,0.26810956,5620.0,0.974,0.797
Kepler-967 b,1855.0,Neptune-like,0.1027,0.03613963,Kepler-967,6.12,0.3055866,4926.0,0.895,0.9393564616929898
Kepler-967 c,1855.0,Neptune-like,0.6253,0.54401094,Kepler-967,12.9,0.52979053,4926.0,0.895,0.9393564616929898
Kepler-968 b,947.0,Super Earth,0.0389,0.010130048,Kepler-968,4.66,0.26629495,4300.0,0.51,0.54
Kepler-968 c,947.0,Super Earth,0.052,0.015605749,Kepler-968,3.5,0.2911126,4300.0,0.51,0.54
KOI-1833 d,947.0,Super Earth,0.0634,0.021081451,Kepler-968,11.02,0.25642342,4300.0,0.51,0.54
Kepler-969 b,1273.0,Super Earth,0.2027,0.0936345,Kepler-969,4.94,0.37182482,5346.0,0.952,0.835
Kepler-969 c,1273.0,Terrestrial,0.0272,0.0046543465,Kepler-969,0.937,0.29544207,5346.0,0.952,0.835
Kepler-96 b,401.0,Neptune-like,0.1235,0.044353183,Kepler-96,8.46,0.24570094,5437.562538702091,1.256862900934236,1.013
Kepler-970 b,1081.0,Neptune-like,0.139,0.045722112,Kepler-970,7.31,0.349512,4399.0,1.106,0.9393564616929898
Kepler-971 b,1104.0,Neptune-like,0.0827,0.026283368,Kepler-971,5.18,0.26606162,5263.0,1.83,0.89
Kepler-972 b,3908.0,Neptune-like,0.0734,0.019164955,Kepler-972,19.5,0.16227908,6146.0,1.22,1.15
Kepler-973 b,1072.0,Super Earth,0.2508,0.1357974,Kepler-973,4.5,0.41824445,5213.0,0.78,0.86
Kepler-974 b,438.0,Super Earth,0.0419,0.011498973,Kepler-974,3.09,0.3282859,3609.0,0.537958,0.534295
Kepler-975 b,1390.0,Super Earth,0.0303,0.0054757018,Kepler-975,2.79,0.28390171,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-976 b,3302.0,Neptune-like,0.4217,0.29021218,Kepler-976,14.9,0.48354958,5308.0,0.796,0.887
Kepler-977 b,1855.0,Neptune-like,0.162,0.073648185,Kepler-977,7.37,0.31800672,5160.0,0.82,0.9393564616929898
Kepler-978 b,2226.0,Neptune-like,0.2726,0.1357974,Kepler-978,9.22,0.27334598,6272.0,1.06,1.12
Kepler-979 b,1881.0,Neptune-like,0.0753,0.022176592,Kepler-979,7.85,0.23596499,4967.0,0.856071,0.9393564616929898
Kepler-97 b,1308.0,Super Earth,0.0356,0.007118412,Kepler-97,3.51,0.28163376,5773.0,0.98,0.901
Kepler-97 c,1308.0,Gas Giant,6.962942017335215,2.2,Kepler-97,344.0,0.29780145,5773.0,0.98,0.901
Kepler-980 b,3136.0,Neptune-like,0.1005,0.03175907,Kepler-980,7.61,0.23019341,5697.0,0.82,0.9393564616929898
Kepler-981 b,2864.0,Neptune-like,0.0535,0.0123203285,Kepler-981,5.95,0.24404617,5712.0,0.88,0.9393564616929898
Kepler-982 b,2614.0,Neptune-like,0.1291,0.04325804,Kepler-982,5.69,0.24913922,5939.0,1.07,1.08
Kepler-983 b,2330.0,Neptune-like,0.3148,0.16454482,Kepler-983,6.17,0.32221188,5988.0,0.95,0.9393564616929898
Kepler-984 b,1501.0,Neptune-like,0.2327,0.117727585,Kepler-984,5.14,0.33441367,5601.0,0.926,0.9393564616929898
Kepler-985 b,2216.0,Neptune-like,0.4451,0.31841207,Kepler-985,9.17,0.52606254,5425.0,0.792,0.877
Kepler-986 b,1789.0,Neptune-like,0.276,0.15441479,Kepler-986,6.17,0.33842833,5515.94,1.03752,0.97
Kepler-987 b,2982.0,Neptune-like,0.4238,0.2882957,Kepler-987,10.7,0.43421485,5693.0,0.870221,1.01
Kepler-988 b,995.0,Super Earth,0.1085,0.04873374,Kepler-988,4.94,0.40359153,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-989 b,1605.0,Neptune-like,0.0734,0.021902807,Kepler-989,5.52,0.26307767,5185.0,0.91,0.831
Kepler-98 b,1143.0,Neptune-like,0.0256,0.0041067763,Kepler-98,3.55,0.25638454,5567.0,0.91,1.001
Kepler-990 b,2617.0,Neptune-like,0.0883,0.027104722,Kepler-990,7.27,0.23739194,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-990 c,2617.0,Super Earth,0.0127,0.0013689254,Kepler-990,2.96,0.27779477,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-991 b,1271.0,Neptune-like,0.3104,0.2258727,Kepler-991,6.99,0.65842367,4237.0,0.558,0.564
Kepler-992 b,847.0,Super Earth,0.1339,0.055304587,Kepler-992,3.26,0.35898981,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-993 b,1058.0,Neptune-like,0.13,0.060506504,Kepler-993,9.11,0.47367615,3843.0,0.54,0.57
Kepler-994 b,614.0,Super Earth,0.0177,0.003285421,Kepler-994,3.19,0.28022791,3898.0,0.53,0.55
Kepler-995 b,1989.0,Neptune-like,0.1701,0.07748117,Kepler-995,7.75,0.31125449,5239.0,0.792,0.744
Kepler-996 b,3968.0,Super Earth,0.0474,0.010403832,Kepler-996,4.58,0.25736492,5830.38,1.29567,1.05
Kepler-997 b,1525.0,Super Earth,0.0397,0.0073921974,Kepler-997,2.42,0.28541652,6295.0,1.19,1.12
Kepler-998 b,3218.0,Neptune-like,0.0626,0.015605749,Kepler-998,5.99,0.24234659,5822.0,1.22732,1.05
Kepler-999 b,1778.0,Neptune-like,0.0681,0.016427105,Kepler-999,6.08,0.2398687,6167.0,1.107,1.061
Kepler-99 b,680.0,Super Earth,0.0503,0.012594113,Kepler-99,6.15,0.29335307,4853.0,0.75,0.81
Kepler-9 b,2049.0,Gas Giant,0.143,0.052566737,Kepler-9,43.4,0.12521178,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-9 c,2049.0,Neptune-like,0.227,0.10677618,Kepler-9,29.9,0.16132625,5437.562538702091,1.256862900934236,0.9393564616929898
Kepler-9 d,2049.0,Super Earth,0.0273,0.0043805614,Kepler-9,8.41466,0.27335169,5437.562538702091,1.256862900934236,0.9393564616929898
KIC 10001893 b,5457.0,Unknown,6.962942017335215,0.0005475702,KIC 10001893,442.52128253093707,0.25708915393710335,8868.67,1.256862900934236,0.9393564616929898
KIC 10001893 c,5457.0,Unknown,6.962942017335215,0.00082135526,KIC 10001893,442.52128253093707,0.25708915393710335,8868.67,1.256862900934236,0.9393564616929898
KIC 10001893 d,5457.0,Unknown,6.962942017335215,0.0021902807,KIC 10001893,442.52128253093707,0.25708915393710335,8868.67,1.256862900934236,0.9393564616929898
KIC 10068024 b,2352.0,Gas Giant,6.962942017335215,0.0057494864,KIC 10068024,635.65681,0.067251942,6118.4,1.574,1.22
KIC 10525077 b,4766.0,Neptune-like,6.962942017335215,2.3,KIC 10525077,25.9,0.43545203,6096.0,1.156,0.9393564616929898
KIC 3526061 b,1309.0,Gas Giant,5.14,9.7,KIC 3526061,5768.5856,0.39804487,4829.0,5.86,1.42
KIC 3558849 b,3966.0,Neptune-like,6.962942017335215,3.6,KIC 3558849,38.1,0.41172115,5437.562538702091,1.256862900934236,0.9393564616929898
KIC 5479689 b,1484.0,Gas Giant,6.962942017335215,0.0046543465,KIC 5479689,158.9142,0.0647662,5150.0,0.937,0.9393564616929898
KIC 7917485 b,4511.0,Gas Giant,6.962942017335215,2.3,KIC 7917485,3750.394,0.33249353,7287.54,2.1555,1.65
KIC 8121913 b,2307.0,Gas Giant,6.962942017335215,0.009034907,KIC 8121913,667.43965,0.067327577,5975.3,2.233,1.456
KMT-2016-BLG-0212L b,20551.0,Gas Giant,2.2,4.7,KMT-2016-BLG-0212L,5700.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.48
KMT-2016-BLG-1107L b,21696.0,Gas Giant,0.342,0.6666667,KMT-2016-BLG-1107L,1043.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.087
KMT-2016-BLG-1397L b,21529.0,Gas Giant,5.1,17.2,KMT-2016-BLG-1397L,2200.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.45
KMT-2016-BLG-1820L b,20420.0,Gas Giant,1.08,5.6,KMT-2016-BLG-1820L,1450.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.039
KMT-2016-BLG-1836L b,23160.0,Gas Giant,3.5,9.4,KMT-2016-BLG-1836L,700.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.49
KMT-2016-BLG-2142L b,22867.0,Gas Giant,0.83,2.9,KMT-2016-BLG-2142L,4923.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.073
KMT-2016-BLG-2364L b,21007.0,Gas Giant,2.63,6.0,KMT-2016-BLG-2364L,1250.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.5
KMT-2016-BLG-2397L b,15919.0,Gas Giant,3.64,8.7,KMT-2016-BLG-2397L,836.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.62
KMT-2016-BLG-2605L b,20945.0,Gas Giant,0.681,2.3,KMT-2016-BLG-2605L,245.0457,0.25708915393710335,5437.562538702091,1.256862900934236,0.064
KMT-2017-BLG-0165L b,14777.0,Neptune-like,3.45,7.4,KMT-2017-BLG-0165L,34.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.76
KMT-2017-BLG-0673L b,16571.0,Gas Giant,2.34,4.5,KMT-2017-BLG-0673L,1166.4302,0.25708915393710335,5437.562538702091,1.256862900934236,0.63
KMT-2017-BLG-1038L b,19572.0,Gas Giant,1.8,4.0,KMT-2017-BLG-1038L,640.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.37
KMT-2017-BLG-1146L b,21203.0,Gas Giant,1.6,3.5,KMT-2017-BLG-1146L,230.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.33
KMT-2017-BLG-2509L b,22964.0,Gas Giant,2.14,4.6,KMT-2017-BLG-2509L,664.26137,0.25708915393710335,5437.562538702091,1.256862900934236,0.46
KMT-2018-BLG-0029L b,11026.0,Neptune-like,4.27,8.3,KMT-2018-BLG-0029L,7.59,0.25708915393710335,5437.562538702091,1.256862900934236,1.14
KMT-2018-BLG-0748L b,23813.0,Gas Giant,0.62,1.6,KMT-2018-BLG-0748L,60.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.087
KMT-2018-BLG-1025L b,21872.0,Neptune-like,1.305,3.2,KMT-2018-BLG-1025L,6.059,0.25708915393710335,5437.562538702091,1.256862900934236,0.082
KMT-2018-BLG-1292L b,11287.0,Gas Giant,6.03,14.2,KMT-2018-BLG-1292L,1400.0,0.25708915393710335,5437.562538702091,1.256862900934236,1.09
KMT-2018-BLG-1743L b,21148.0,Gas Giant,1.449,4.0,KMT-2018-BLG-1743L,77.86796,0.25708915393710335,5437.562538702091,1.256862900934236,0.193
KMT-2018-BLG-1976L b,19050.0,Gas Giant,3.54,8.3,KMT-2018-BLG-1976L,705.57906,0.25708915393710335,5437.562538702091,1.256862900934236,0.65
KMT-2018-BLG-1988L b,13537.0,Neptune-like,3.09,7.9,KMT-2018-BLG-1988L,5.56,0.25708915393710335,5437.562538702091,1.256862900934236,0.47
KMT-2018-BLG-1990L b,3154.0,Gas Giant,0.763,2.2,KMT-2018-BLG-1990L,111.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.076
KMT-2018-BLG-1996L b,19278.0,Gas Giant,4.27,10.6,KMT-2018-BLG-1996L,346.43296,0.25708915393710335,5437.562538702091,1.256862900934236,0.69
KMT-2019-BLG-0371L b,22867.0,Gas Giant,0.79,2.3,KMT-2019-BLG-0371L,2447.2787,0.25708915393710335,5437.562538702091,1.256862900934236,0.09
KMT-2019-BLG-0414L b,14385.0,Gas Giant,1.16,1.5,KMT-2019-BLG-0414L,1452.4758,0.25708915393710335,5437.562538702091,1.256862900934236,0.74
KMT-2019-BLG-0842L b,10830.0,Neptune-like,3.31,6.9,KMT-2019-BLG-0842L,10.28,0.25708915393710335,5437.562538702091,1.256862900934236,0.76
KMT-2019-BLG-1339L b,19963.0,Gas Giant,2.15,4.6,KMT-2019-BLG-1339L,397.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.48
KMT-2019-BLG-1715L b,12591.0,Gas Giant,3.32,7.7,KMT-2019-BLG-1715L,813.64072,0.25708915393710335,5437.562538702091,1.256862900934236,0.61
KMT-2019-BLG-1953L b,22964.0,Gas Giant,6.962942017335215,0.99931556,KMT-2019-BLG-1953L,200.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.31
KMT-2020-BLG-0414L b,2610.0,Terrestrial,1.26,2.8,KMT-2020-BLG-0414L,0.96,0.25708915393710335,5437.562538702091,1.256862900934236,0.364
KMT-2020-BLG-0414L c,2610.0,Gas Giant,0.12,0.08158795,KMT-2020-BLG-0414L,4894.5575,0.25708915393710335,5437.562538702091,1.256862900934236,0.364
KMT-2021-BLG-0119L b,10210.0,Gas Giant,2.92,6.7,KMT-2021-BLG-0119L,1754.4128,0.25708915393710335,5437.562538702091,1.256862900934236,0.69
KMT-2021-BLG-0171L b,15005.0,Neptune-like,3.5,7.4,KMT-2021-BLG-0171L,11.2,0.25708915393710335,5200.0,1.256862900934236,0.78
KMT-2021-BLG-0192L b,16701.0,Neptune-like,1.62,4.0,KMT-2021-BLG-0192L,34.96112,0.25708915393710335,5437.562538702091,1.256862900934236,0.55
KMT-2021-BLG-0240L b,21529.0,Gas Giant,2.8,6.3,KMT-2021-BLG-0240L,66.74397,0.25708915393710335,5437.562538702091,1.256862900934236,0.47
KMT-2021-BLG-0320L b,22671.0,Neptune-like,1.54,3.4,KMT-2021-BLG-0320L,31.78284,0.25708915393710335,5437.562538702091,1.256862900934236,0.32
KMT-2021-BLG-0322L b,21529.0,Gas Giant,6.962942017335215,0.99931556,KMT-2021-BLG-0322L,2034.1018,0.25708915393710335,5437.562538702091,1.256862900934236,0.62
KMT-2021-BLG-0912L b,18137.0,Super Earth,3.14,6.2,KMT-2021-BLG-0912L,2.81,0.25708915393710335,5437.562538702091,1.256862900934236,0.75
KMT-2021-BLG-1077L b,26879.0,Gas Giant,1.26,3.8,KMT-2021-BLG-1077L,69.92225,0.25708915393710335,5437.562538702091,1.256862900934236,0.14
KMT-2021-BLG-1077L c,26879.0,Gas Giant,0.93,2.4,KMT-2021-BLG-1077L,79.4571,0.25708915393710335,5437.562538702091,1.256862900934236,0.14
KMT-2021-BLG-1303L b,20485.0,Gas Giant,2.89,6.5,KMT-2021-BLG-1303L,120.77479,0.25708915393710335,5437.562538702091,1.256862900934236,0.57
KMT-2021-BLG-1554L b,25052.0,Gas Giant,0.72,2.2,KMT-2021-BLG-1554L,38.13941,0.25708915393710335,5437.562538702091,1.256862900934236,0.9393564616929898
KMT-2021-BLG-1689L b,23486.0,Gas Giant,2.5,5.2,KMT-2021-BLG-1689L,46.0,0.25708915393710335,4570.0,1.256862900934236,0.58
KMT-2021-BLG-1898L b,22508.0,Gas Giant,1.9,3.8,KMT-2021-BLG-1898L,232.01474,0.25708915393710335,5437.562538702091,1.256862900934236,0.48
KMT-2021-BLG-2294L b,22182.0,Neptune-like,1.15,3.3,KMT-2021-BLG-2294L,22.24799,0.25708915393710335,5437.562538702091,1.256862900934236,0.11
KOI-1257 b,2140.0,Gas Giant,0.382,0.23709787,KOI-1257,460.83,0.16646195,5321.0,0.858,0.779
KOI-13 b,1693.0,Gas Giant,0.03641,0.004928131,KOI-13,2949.4624,0.054224004,8848.0,2.68,0.9393564616929898
KOI-1599.01,3691.0,Super Earth,0.14728,0.055852156,KOI-1599,4.6,0.27947451,5627.0,0.979,0.9393564616929898
KOI-1599.02,3691.0,Super Earth,0.112293,0.037234772,KOI-1599,9.0,0.27124191,5627.0,0.979,0.9393564616929898
KOI-1783.01,2824.0,Gas Giant,0.5135,0.36824092,KOI-1783,71.0,0.23950894,6215.0,0.957,1.027
KOI-1783.02,2824.0,Neptune-like,0.8453,0.7780972,KOI-1783,15.0,0.43945802,6215.0,0.957,1.027
KOI-217 b,2984.0,Gas Giant,0.0477,0.010677618,KOI-217,103.74918,0.075007579,5525.0,0.88,0.97
KOI-3503 b,2894.0,Super Earth,0.1462,0.05804244,KOI-3503,9.2,0.30516906,6338.0,0.847,0.918
KOI-3503 c,2894.0,Super Earth,0.1911,0.087063655,KOI-3503,10.36,0.31500891,6338.0,0.847,0.918
KOI-3680 b,3008.0,Gas Giant,0.534,0.38658452,KOI-3680,613.4119,0.25170774,5926.0,0.913,1.004
KOI-4777.01,562.0,Gas Giant,0.008,0.0010951404,KOI-4777,99.2,0.26034138,3515.0,0.4,0.41
KOI-55 b,4016.0,Terrestrial,0.006,0.0005475702,KOI-55,0.44,0.28628951,8868.67,1.256862900934236,0.9393564616929898
KOI-55 c,4016.0,Terrestrial,0.0076,0.00082135526,KOI-55,0.655,0.29110486,8868.67,1.256862900934236,0.9393564616929898
KOI-7368 b,864.0,Neptune-like,0.0678,0.018617386,KOI-7368,5.56,0.25629262,5225.0,0.827,0.883
KOI-7913 b,885.0,Neptune-like,0.1456,0.06652977,KOI-7913 A,6.08,0.38043344,4229.0,0.719,0.9393564616929898
KOI-94 b,1556.0,Super Earth,0.05119,0.010130048,KOI-94,10.5,0.27017899,6098.0,1.297,1.081
KOI-94 c,1556.0,Neptune-like,0.1013,0.028473647,KOI-94,15.6,0.17017264,6098.0,1.297,1.081
KOI-94 d,1556.0,Gas Giant,0.1684,0.06105407,KOI-94,106.0,0.087961158,6098.0,1.297,1.081
KOI-94 e,1556.0,Neptune-like,0.3046,0.1486653,KOI-94,35.0,0.15590844,6098.0,1.297,1.081
KOI-984 b,824.0,Neptune-like,0.0504,0.011772759,KOI-984,17.1,0.1733693,5836.0,1.502,0.9393564616929898
KOI-984 c,824.0,Gas Giant,0.1467,0.058863793,KOI-984,209.8,0.10613321,5836.0,1.502,0.9393564616929898
KPS-1 b,857.0,Gas Giant,0.0269,0.0046543465,KPS-1,346.4347,0.078029026,4957.3,0.903141,0.9393564616929898
L 168-9 b,82.0,Super Earth,0.02091,0.003832991,L 168-9,4.6,0.29234925,3746.0,0.597007,0.58564
L 98-59 b,35.0,Terrestrial,0.02191,0.0062970566,L 98-59,0.4,0.34784141,3412.0,0.314,0.312
L 98-59 c,35.0,Super Earth,0.0304,0.010130048,L 98-59,2.42,0.39979099,3412.0,0.314,0.312
L 98-59 d,35.0,Super Earth,0.0486,0.02053388,L 98-59,2.31,0.52714337,3412.0,0.314,0.312
L 98-59 e,35.0,Super Earth,0.0717,0.03504449,L 98-59,3.06,0.69173285,3412.0,0.314,0.312
LHS 1140 b,49.0,Super Earth,0.0957,0.06762492,LHS 1140,5.6,0.65784339,3096.0,0.2159,0.1844
LHS 1140 c,49.0,Super Earth,0.02734,0.010403832,LHS 1140,1.91,0.51278419,3096.0,0.2159,0.1844
LHS 1478 b,59.0,Super Earth,0.01848,0.005201916,LHS 1478,2.33,0.35288851,3381.0,0.246,0.236
LHS 1678 b,65.0,Terrestrial,0.01251,0.0024640656,LHS 1678,0.35,0.29520568,3450.0,0.33819,0.9393564616929898
LHS 1678 c,65.0,Super Earth,0.0331,0.010130048,LHS 1678,1.4,0.38964985,3450.0,0.33819,0.9393564616929898
LHS 1815 b,97.0,Super Earth,0.0404,0.010403832,LHS 1815,1.58,0.34633039,3638.0,0.5,0.44
LHS 3844 b,49.0,Super Earth,0.00622,0.0013689254,LHS 3844,2.25,0.30643918,3043.0,0.188624,0.9393564616929898
LkCa 15 b,516.0,Unknown,14.7,0.99931556,LkCa 15,442.52128253093707,0.25708915393710335,4194.0,1.60711,0.9393564616929898
LkCa 15 c,516.0,Unknown,18.6,0.99931556,LkCa 15,442.52128253093707,0.25708915393710335,4194.0,1.60711,0.9393564616929898
LP 714-47 b,172.0,Neptune-like,0.0417,0.011225188,LP 714-47,30.8,0.18365733,3779.0,0.607751,0.9393564616929898
LP 791-18 b,86.0,Super Earth,0.00969,0.0024640656,LP 791-18,1.94,0.34580333,2940.0,0.17143,0.9393564616929898
LP 791-18 c,86.0,Neptune-like,0.029392,0.0136892535,LP 791-18,7.1,0.56647203,2940.0,0.17143,0.9393564616929898
LP 890-9 b,106.0,Super Earth,0.01875,0.0073921974,LP 890-9,13.2,0.55915608,2850.0,0.1556,0.118
LP 890-9 c,106.0,Super Earth,0.03984,0.023271732,LP 890-9,25.3,0.88525109,2850.0,0.1556,0.118
LSPM J2116+0234 b,58.0,Neptune-like,0.0876,0.03942505,LSPM J2116+0234,13.3,0.48254277,3475.0,0.431,0.43
LTT 1445 A b,22.0,Super Earth,0.03813,0.014784395,LTT 1445 A,2.87,0.36118048,3340.0,0.265,0.257
LTT 1445 A c,22.0,Super Earth,0.02661,0.008487337,LTT 1445 A,1.54,0.39175357,3340.0,0.265,0.257
LTT 3780 b,72.0,Super Earth,0.01211,0.0021902807,LTT 3780,2.47,0.29837792,3331.0,0.374139,0.362023
LTT 3780 c,72.0,Super Earth,0.07673,0.033675566,LTT 3780,7.02,0.55893576,3331.0,0.374139,0.362023
LTT 9779 b,262.0,Neptune-like,0.01679,0.0021902807,LTT 9779,29.32,0.15697961,5339.0,0.997735,0.9393564616929898
Lupus-TR-3 b,2523.0,Gas Giant,0.0464,0.010677618,Lupus-TR-3,257.431,0.14947159,3833.0,0.420347,0.59
MASCARA-1 b,595.0,Gas Giant,0.040352,0.0057494864,MASCARA-1,1175.971,0.051572415,7893.0,2.02,0.9393564616929898
MASCARA-4 b,557.0,Gas Giant,0.047,0.007665982,MASCARA-4,985.273,0.053682455,8181.0,1.83611,2.0
MOA-2007-BLG-192L b,3262.0,Super Earth,0.62,2.0,MOA-2007-BLG-192L,3.3,0.25708915393710335,5437.562538702091,1.256862900934236,0.06
MOA-2007-BLG-400L b,18920.0,Gas Giant,6.5,30.3,MOA-2007-BLG-400L,540.30829,0.25708915393710335,5437.562538702091,1.256862900934236,0.3
MOA-2008-BLG-310L b,25117.0,Neptune-like,1.1,2.5,MOA-2008-BLG-310L,23.4,0.25708915393710335,5437.562538702091,1.256862900934236,0.21
MOA-2008-BLG-379L b,10765.0,Gas Giant,2.7,5.9,MOA-2008-BLG-379L,1300.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.56
MOA-2009-BLG-266L b,9916.0,Neptune-like,3.2,7.7,MOA-2009-BLG-266L,10.4,0.25708915393710335,5437.562538702091,1.256862900934236,0.56
MOA-2009-BLG-319L b,22997.0,Gas Giant,2.03,4.0,MOA-2009-BLG-319L,67.3,0.25708915393710335,5437.562538702091,1.256862900934236,0.524
MOA-2009-BLG-387L b,18561.0,Gas Giant,1.8,5.4,MOA-2009-BLG-387L,830.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.19
MOA-2010-BLG-073L b,9134.0,Gas Giant,1.21,3.3,MOA-2010-BLG-073L,3500.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.16
MOA-2010-BLG-117L b,11417.0,Gas Giant,2.42,4.9,MOA-2010-BLG-117L,170.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.58
MOA-2010-BLG-328L b,2642.0,Neptune-like,0.92,2.7,MOA-2010-BLG-328L,9.2,0.25708915393710335,5437.562538702091,1.256862900934236,0.11
MOA-2010-BLG-353L b,20975.0,Gas Giant,1.72,5.3,MOA-2010-BLG-353L,86.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.18
MOA-2010-BLG-477L b,7503.0,Gas Giant,2.0,3.5,MOA-2010-BLG-477L,480.0,0.25708915393710335,5950.0,1.256862900934236,0.67
MOA-2011-BLG-028L b,24074.0,Neptune-like,4.14,9.7,MOA-2011-BLG-028L,30.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.75
MOA-2011-BLG-262L b,23486.0,Neptune-like,0.95,2.8,MOA-2011-BLG-262L,17.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.11
MOA-2011-BLG-291L b,14353.0,Neptune-like,0.69,1.5,MOA-2011-BLG-291L,18.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.15
MOA-2011-BLG-293L b,25183.0,Gas Giant,1.1,8.2,MOA-2011-BLG-293L,1500.0,0.25708915393710335,5437.562538702091,1.256862900934236,0.43
